"A","pass","math_test","math","activity_score","activity","school"
2547,1,55.96,0.596,3,-0.547,36
2548,1,40.67,-0.933,3,-0.576,36
2549,1,48.1,-0.19,3,-0.05,36
2550,1,53.48,0.348,3,-0.104,36
2551,1,65.28999999999999,1.529,3,-0.528,36
2552,1,42.84,-0.716,3,-0.818,36
2553,1,52.76,0.276,3,-0.972,36
2554,1,36.57,-1.343,4,0.016,36
2555,1,49.11,-0.089,4,0.255,36
2556,1,31.78,-1.822,3,-0.355,36
2557,1,49.34,-0.066,4,0.108,36
2558,1,45.62,-0.438,5,1.339,36
2559,1,65.36,1.536,5,1.219,36
2560,1,58.28,0.828,3,-0.792,36
2561,1,38.33,-1.167,4,0.106,36
2562,1,58.28,0.828,3,-0.594,36
2563,1,44.62,-0.538,3,-0.738,36
2564,1,66.51,1.651,3,-0.561,36
2565,1,51.01,0.101,3,-0.577,36
2566,1,54.85,0.485,3,-0.298,36
2567,1,52.89,0.289,3,-0.461,36
2568,1,52.24,0.224,4,0.915,36
2569,1,43.26,-0.674,6,2.248,36
2570,0,48.19,-0.181,5,1.758,36
2571,1,49.68,-0.032,3,-0.417,36
2572,1,38.44,-1.156,4,0.279,36
2573,1,78.1,2.81,4,0.266,36
2574,1,64.14,1.414,4,0.636,36
2575,1,49.73,-0.027,3,-0.151,36
2576,1,62.89,1.289,3,-0.199,36
2577,1,54.45,0.445,4,0.751,36
2578,1,52.83,0.283,3,-0.441,36
2579,1,63.58,1.358,5,1.313,36
2580,1,51.82,0.182,3,-0.846,36
2581,1,42.13,-0.787,1,-2.596,36
2582,1,53.09,0.309,3,-0.89,36
2583,1,55.18,0.518,6,2.343,36
2584,1,53.51,0.351,4,0.128,36
2585,1,61.45,1.145,4,0.651,36
2586,1,43.519999999999996,-0.648,3,-0.359,36
2587,1,62.57,1.257,3,-0.068,36
2588,1,39.36,-1.064,6,2.074,36
2589,1,48.61,-0.139,4,0.25,36
2590,1,42.8,-0.72,2,-1.567,36
2591,1,57.65,0.765,2,-1.501,36
2592,1,54.8,0.48,2,-1.027,36
2593,0,39.519999999999996,-1.048,4,0.231,36
2594,1,47.09,-0.291,4,0.687,36
2595,1,43.96,-0.604,3,-0.022,36
2596,1,58.6,0.86,5,1.545,36
2597,1,46.79,-0.321,5,1.038,36
2598,1,48.18,-0.182,3,-0.157,36
2599,1,56.47,0.647,4,0.871,36
2600,1,59.9,0.99,5,1.217,36
2601,1,42.21,-0.779,4,0.414,36
2602,0,29.57,-2.043,4,0.885,36
2603,1,57.95,0.795,3,-0.001,36
2604,1,48.63,-0.137,3,-0.066,36
2605,1,62.51,1.251,6,2.199,36
2606,1,38.1,-1.19,2,-1.311,36
2607,1,29.849999999999998,-2.015,4,0.188,36
2608,1,41.2,-0.88,3,-0.06,36
2609,1,63.8,1.38,6,2.651,36
2610,1,53.49,0.349,3,-0.818,36
2611,1,51.88,0.188,3,-0.528,36
2612,1,55.769999999999996,0.577,3,-0.847,36
2613,1,60.66,1.066,5,1.683,36
2614,0,48.29,-0.171,4,0.98,36
2615,1,48.43,-0.157,4,0.868,36
2616,0,42.85,-0.715,5,1.506,36
2617,1,56.97,0.697,3,-0.392,36
2618,1,45.21,-0.479,4,0.351,36
2619,1,65.35,1.535,3,-0.614,36
2620,1,53.05,0.305,2,-1.103,36
2621,1,61.95,1.195,4,0.948,36
2622,1,47.11,-0.289,3,-0.842,36
2623,0,58.79,0.879,3,-0.696,36
2624,1,51.58,0.158,2,-1.767,36
2625,1,52.52,0.252,4,0.819,36
2626,1,46.22,-0.378,4,0.93,36
2627,1,62.08,1.208,3,-0.131,36
2628,1,60.33,1.033,3,-0.891,36
2629,1,38.94,-1.106,3,-0.322,36
2630,1,41.22,-0.878,2,-1.096,36
2631,1,52.0,0.2,3,-0.041,36
2632,0,54.45,0.445,6,2.138,37
2633,0,62.2,1.22,3,-0.201,37
2634,1,51.88,0.188,4,0.651,37
2635,1,67.28999999999999,1.729,3,-0.353,37
2636,0,45.22,-0.478,4,0.538,37
2637,0,45.72,-0.428,5,1.462,37
2638,0,43.99,-0.601,4,0.011,37
2639,0,57.75,0.775,4,0.139,37
2640,0,49.36,-0.064,5,1.194,37
2641,0,43.28,-0.672,4,0.426,37
2642,1,45.75,-0.425,2,-1.202,37
2643,0,48.41,-0.159,3,-0.365,37
2644,1,59.96,0.996,3,-0.534,37
2645,0,57.67,0.767,4,0.309,37
2646,0,35.9,-1.41,4,0.164,37
2647,0,48.8,-0.12,4,0.473,37
2648,1,43.92,-0.608,4,0.208,37
2649,0,53.57,0.357,4,0.363,37
2650,0,41.480000000000004,-0.852,4,0.19,37
2651,0,51.43,0.143,2,-1.99,37
2652,0,32.39,-1.761,4,0.101,37
2653,0,56.91,0.691,4,0.221,37
2654,0,51.79,0.179,6,2.349,37
2655,0,61.739999999999995,1.174,4,0.153,37
2656,0,55.21,0.521,4,0.667,37
2657,0,49.53,-0.047,4,0.223,37
2658,0,47.51,-0.249,4,0.244,37
2659,0,40.05,-0.995,5,1.205,37
2660,1,56.43,0.643,5,1.165,37
2661,0,49.98,-0.002,2,-1.044,37
2662,0,57.16,0.716,3,-0.353,37
2663,0,37.9,-1.21,4,0.395,37
2664,0,68.23,1.823,3,-0.542,37
2665,0,67.03,1.703,4,0.417,37
2666,0,40.93,-0.907,4,0.91,37
2667,0,47.52,-0.248,3,-0.276,37
2668,1,60.769999999999996,1.077,3,-0.23,37
2669,0,37.16,-1.284,3,-0.035,37
2670,1,35.17,-1.483,3,-0.909,37
2671,0,37.75,-1.225,3,-0.646,37
2672,0,51.48,0.148,4,0.19,37
2673,0,47.89,-0.211,4,0.047,37
2674,0,48.79,-0.121,3,-0.337,37
2675,0,35.21,-1.479,3,-0.58,37
2676,0,69.71000000000001,1.971,4,0.024,37
2677,0,50.58,0.058,7,3.422,37
2678,1,51.83,0.183,3,-0.063,37
2679,1,58.64,0.864,4,0.532,37
2680,1,37.57,-1.243,3,-0.15,37
2681,1,56.76,0.676,3,-0.911,37
2682,0,58.94,0.894,2,-1.137,37
2683,0,39.08,-1.092,4,0.342,37
2684,0,55.68,0.568,4,0.602,37
2685,0,14.880000000000003,-3.512,2,-1.076,37
2686,0,50.07,0.007,1,-2.059,38
2687,0,41.41,-0.859,5,1.329,38
2688,1,48.62,-0.138,4,0.201,38
2689,1,59.7,0.97,4,0.294,38
2690,0,54.71,0.471,1,-2.634,38
2691,0,64.12,1.412,2,-1.743,38
2692,0,56.36,0.636,2,-1.53,38
2693,1,46.31,-0.369,5,1.964,38
2694,1,60.56,1.056,4,0.987,38
2695,1,53.05,0.305,5,1.638,38
2696,1,56.81,0.681,2,-1.1,38
2697,1,64.53999999999999,1.454,2,-1.637,38
2698,0,53.05,0.305,2,-1.526,38
2699,0,42.64,-0.736,4,0.264,38
2700,0,44.4,-0.56,3,-0.935,38
2701,1,35.41,-1.459,2,-1.765,38
2702,0,53.7,0.37,3,-0.589,38
2703,0,55.75,0.575,2,-1.498,38
2704,0,51.92,0.192,4,0.266,38
2705,1,56.44,0.644,4,0.774,38
2706,1,48.67,-0.133,3,-0.742,38
2707,0,37.81,-1.219,3,-0.723,38
2708,1,50.87,0.087,4,0.876,38
2709,1,46.53,-0.347,3,-0.331,38
2710,1,71.81,2.181,4,0.131,38
2711,0,48.28,-0.172,2,-1.039,38
2712,0,56.16,0.616,3,-0.399,38
2713,1,67.49000000000001,1.749,4,0.339,38
2714,1,61.11,1.111,3,-0.702,38
2715,0,33.91,-1.609,4,0.908,38
2716,1,28.37,-2.163,4,0.116,38
2717,1,42.97,-0.703,4,0.588,38
2718,1,60.82,1.082,4,0.417,38
2719,0,60.36,1.036,3,-0.515,38
2720,0,46.27,-0.373,2,-1.116,38
2721,0,51.96,0.196,4,0.493,38
2722,1,64.96000000000001,1.496,5,1.097,38
2723,0,36.129999999999995,-1.387,4,0.757,38
2724,0,28.37,-2.163,5,1.536,38
2725,1,55.97,0.597,4,0.226,38
2726,0,31.74,-1.826,4,0.652,38
2727,1,52.97,0.297,5,1.443,38
2728,1,59.75,0.975,2,-1.029,38
2729,1,57.34,0.734,2,-1.073,38
2730,1,57.91,0.791,2,-1.49,38
2731,0,57.18,0.718,3,-0.566,38
2732,1,49.49,-0.051,4,0.253,38
2733,0,52.2,0.22,2,-1.209,38
2734,0,44.01,-0.599,3,-0.533,38
2735,0,48.03,-0.197,4,0.19,38
2736,1,55.9,0.59,4,0.362,38
2737,0,44.21,-0.579,4,0.062,38
2738,0,44.63,-0.537,4,0.67,38
2739,1,53.63,0.363,3,-0.124,38
2740,1,54.23,0.423,6,2.509,38
2741,0,49.28,-0.072,5,1.394,38
2742,1,65.95,1.595,4,0.153,38
2743,0,49.25,-0.075,2,-1.258,38
2744,1,61.3,1.13,4,0.74,38
2745,0,52.23,0.223,3,-0.763,38
2746,1,45.6,-0.44,4,0.376,38
2747,1,38.78,-1.122,6,2.404,38
2748,1,51.64,0.164,5,1.263,39
2749,1,66.66,1.666,4,0.146,39
2750,1,46.83,-0.317,3,-0.976,39
2751,1,55.09,0.509,3,-0.645,39
2752,1,58.35,0.835,3,-0.28,39
2753,1,36.18,-1.382,3,-0.833,39
2754,1,38.15,-1.185,2,-1.264,39
2755,1,43.17,-0.683,3,-0.483,39
2756,1,58.66,0.866,3,-0.265,39
2757,1,41.07,-0.893,4,0.842,39
2758,1,45.15,-0.485,4,0.903,39
2759,1,48.69,-0.131,4,0.684,39
2760,0,56.08,0.608,5,1.816,39
2761,1,71.63,2.163,3,-0.976,39
2762,1,63.72,1.372,4,0.531,39
2763,1,78.86,2.886,3,-0.338,39
2764,1,42.3,-0.77,3,-0.235,39
2765,0,47.1,-0.29,5,1.063,39
2766,1,63.05,1.305,4,0.794,39
2767,0,41.92,-0.808,3,-0.53,39
2768,1,57.29,0.729,3,-0.091,39
2769,1,61.32,1.132,4,0.305,39
2770,1,45.63,-0.437,4,0.954,39
2771,0,33.65,-1.635,4,0.673,39
2772,1,34.68,-1.532,4,0.033,39
2773,1,45.09,-0.491,3,-0.018,39
2774,0,52.6,0.26,3,-0.133,39
2775,0,46.68,-0.332,4,0.203,39
2776,1,58.06,0.806,4,0.628,39
2777,1,57.13,0.713,5,1.697,39
2778,1,50.17,0.017,2,-1.59,39
2779,1,43.980000000000004,-0.602,3,-0.449,39
2780,1,36.85,-1.315,2,-1.524,39
2781,1,52.95,0.295,5,1.026,39
2782,1,41.42,-0.858,4,0.27,39
2783,1,42.24,-0.776,3,-0.807,39
2784,1,31.220000000000002,-1.878,3,-0.125,39
2785,0,36.269999999999996,-1.373,4,0.623,39
2786,1,53.28,0.328,4,0.222,39
2787,1,49.91,-0.009,4,0.791,39
2788,0,36.83,-1.317,4,0.308,39
2789,0,33.2,-1.68,4,0.277,39
2790,0,51.28,0.128,5,1.372,39
2791,0,40.41,-0.959,3,-0.141,39
2792,1,39.519999999999996,-1.048,5,1.077,39
2793,0,56.67,0.667,5,1.383,39
2794,1,42.53,-0.747,3,-0.851,39
2795,0,54.5,0.45,4,0.588,39
2796,1,51.35,0.135,4,0.382,39
2797,1,57.23,0.723,4,0.64,39
2798,1,65.15,1.515,4,0.84,39
2799,1,62.66,1.266,2,-1.475,39
2800,0,32.94,-1.706,4,0.13,39
2801,1,43.44,-0.656,4,0.642,39
2802,0,49.6,-0.04,4,0.425,40
2803,1,55.25,0.525,3,-0.01,40
2804,0,32.64,-1.736,3,-0.167,40
2805,0,29.27,-2.073,4,0.981,40
2806,0,57.25,0.725,4,0.293,40
2807,1,53.0,0.3,4,0.077,40
2808,1,41.47,-0.853,4,0.478,40
2809,0,50.57,0.057,4,0.566,40
2810,1,43.2,-0.68,3,-0.001,40
2811,1,48.5,-0.15,5,1.12,40
2812,1,45.48,-0.452,2,-1.059,40
2813,0,74.13,2.413,3,-0.829,40
2814,0,56.24,0.624,3,-0.795,40
2815,0,48.89,-0.111,4,0.106,40
2816,0,47.67,-0.233,4,0.873,40
2817,0,45.62,-0.438,2,-1.382,40
2818,1,44.02,-0.598,2,-1.41,40
2819,0,43.3,-0.67,2,-1.045,40
2820,1,64.23,1.423,4,0.613,40
2821,0,49.47,-0.053,4,0.474,40
2822,0,63.230000000000004,1.323,4,0.715,40
2823,1,57.730000000000004,0.773,3,-0.785,40
2824,0,32.68,-1.732,4,0.643,40
2825,1,39.75,-1.025,2,-1.121,40
2826,0,43.26,-0.674,4,0.683,40
2827,1,55.3,0.53,4,0.908,40
2828,1,72.89,2.289,3,-0.87,40
2829,1,27.360000000000003,-2.264,1,-2.149,40
2830,0,38.55,-1.145,3,-0.906,40
2831,0,63.51,1.351,4,0.099,40
2832,1,58.629999999999995,0.863,5,1.372,40
2833,1,39.65,-1.035,4,0.087,40
2834,0,43.84,-0.616,3,-0.69,40
2835,0,44.34,-0.566,3,-0.773,40
2836,0,53.28,0.328,4,0.425,40
2837,1,26.259999999999998,-2.374,3,-0.424,40
2838,0,49.65,-0.035,3,-0.459,40
2839,0,38.870000000000005,-1.113,1,-2.007,40
2840,0,36.1,-1.39,5,1.182,40
2841,1,73.01,2.301,4,0.435,40
2842,0,33.55,-1.645,4,0.091,40
2843,1,45.44,-0.456,3,-0.883,40
2844,0,60.43,1.043,2,-1.084,40
2845,0,49.85,-0.015,4,0.311,40
2846,0,43.9,-0.61,4,0.203,40
2847,0,55.05,0.505,3,-0.165,40
2848,1,61.26,1.126,4,0.951,40
2849,1,51.58,0.158,3,-0.823,40
2850,1,55.95,0.595,4,0.132,40
2851,1,50.24,0.024,3,-0.47,40
2852,1,56.64,0.664,5,1.225,40
2853,0,52.08,0.208,5,1.173,40
2854,0,33.83,-1.617,4,0.326,40
2855,0,45.22,-0.478,4,0.856,40
2856,1,44.03,-0.597,3,-0.241,40
2857,1,70.97999999999999,2.098,3,-0.11,40
2858,1,42.1,-0.79,3,-0.188,40
2859,0,44.42,-0.558,4,0.732,40
2860,0,40.94,-0.906,4,0.949,40
2861,0,42.12,-0.788,6,2.606,40
2862,1,66.23,1.623,5,1.269,40
2863,1,42.980000000000004,-0.702,3,-0.465,40
2864,0,59.85,0.985,4,0.175,40
2865,0,65.36,1.536,4,0.688,40
2866,1,23.43,-2.657,2,-1.94,40
2867,1,44.11,-0.589,2,-1.737,40
2868,1,45.68,-0.432,2,-1.414,40
2869,0,73.24,2.324,2,-1.329,40
2870,0,49.68,-0.032,4,0.839,40
2871,0,35.26,-1.474,4,0.62,40
2872,0,54.06,0.406,2,-1.616,40
2873,0,49.41,-0.059,5,1.116,40
2874,0,45.31,-0.469,5,1.804,40
2875,0,60.760000000000005,1.076,5,1.209,40
2876,1,48.61,-0.139,3,-0.884,40
2877,0,61.57,1.157,2,-1.917,40
2878,0,46.5,-0.35,4,0.157,40
2879,0,55.1,0.51,3,-0.794,40
2880,1,61.86,1.186,2,-1.355,40
2881,0,71.75,2.175,4,0.578,40
2882,0,53.34,0.334,1,-2.409,40
2883,0,56.21,0.621,4,0.61,40
2884,0,62.78,1.278,3,-0.147,41
2885,0,47.81,-0.219,3,-0.504,41
2886,0,60.69,1.069,3,-0.164,41
2887,0,49.12,-0.088,3,-0.787,41
2888,0,45.81,-0.419,3,-0.02,41
2889,0,49.52,-0.048,3,-0.147,41
2890,0,44.36,-0.564,4,0.001,41
2891,1,46.63,-0.337,5,1.248,41
2892,1,57.56,0.756,3,-0.317,41
2893,0,50.36,0.036,3,-0.178,41
2894,1,56.870000000000005,0.687,5,1.708,41
2895,0,48.03,-0.197,4,0.36,41
2896,1,53.64,0.364,5,1.134,41
2897,0,47.93,-0.207,2,-1.008,41
2898,0,48.15,-0.185,2,-1.458,41
2899,0,43.730000000000004,-0.627,3,-0.763,41
2900,1,37.46,-1.254,5,1.343,41
2901,0,36.53,-1.347,5,1.28,41
2902,0,55.25,0.525,4,0.583,41
2903,0,55.12,0.512,3,-0.047,41
2904,0,68.66,1.866,3,-0.785,41
2905,1,58.75,0.875,5,1.185,41
2906,0,55.64,0.564,3,-0.851,41
2907,0,57.76,0.776,3,-0.868,41
2908,0,53.14,0.314,3,-0.723,41
2909,0,51.04,0.104,3,-0.319,41
2910,0,55.85,0.585,4,0.381,41
2911,0,68.36,1.836,2,-1.226,41
2912,0,59.230000000000004,0.923,2,-1.922,41
2913,0,31.060000000000002,-1.894,3,-0.393,41
2914,0,51.29,0.129,4,0.026,41
2915,0,50.06,0.006,4,0.113,41
2916,0,46.4,-0.36,4,0.225,41
2917,0,53.92,0.392,2,-1.69,41
2918,0,52.26,0.226,2,-1.875,41
2919,0,58.75,0.875,3,-0.521,41
2920,1,67.6,1.76,5,1.013,41
2921,0,43.88,-0.612,3,-0.064,41
2922,0,49.6,-0.04,3,-0.053,41
2923,0,55.68,0.568,3,-0.664,41
2924,0,62.370000000000005,1.237,3,-0.237,41
2925,0,49.33,-0.067,2,-1.262,41
2926,0,55.78,0.578,2,-1.827,41
2927,0,51.45,0.145,4,0.635,41
2928,1,53.68,0.368,4,0.154,41
2929,1,40.95,-0.905,4,0.86,41
2930,0,33.400000000000006,-1.66,1,-2.018,41
2931,1,36.2,-1.38,5,1.706,41
2932,0,46.08,-0.392,4,0.251,41
2933,0,50.74,0.074,3,-0.089,41
2934,0,46.43,-0.357,3,-0.924,41
2935,1,57.75,0.775,4,0.872,41
2936,0,47.56,-0.244,4,0.948,41
2937,0,61.35,1.135,2,-1.607,41
2938,0,68.92,1.892,3,-0.314,41
2939,0,32.2,-1.78,4,0.224,41
2940,0,47.16,-0.284,2,-1.482,41
2941,0,54.91,0.491,3,-0.521,41
2942,0,59.28,0.928,4,0.083,41
2943,0,46.79,-0.321,1,-2.722,41
2944,0,44.55,-0.545,4,0.875,41
2945,1,61.91,1.191,4,0.944,41
2946,0,50.68,0.068,5,1.358,41
2947,0,37.6,-1.24,2,-1.172,41
2948,0,48.12,-0.188,5,1.762,41
2949,1,83.1,3.31,4,0.196,41
2950,0,53.14,0.314,3,-0.15,41
2951,0,39.01,-1.099,4,0.968,41
2952,0,48.02,-0.198,4,0.15,41
2953,1,69.09,1.909,4,0.564,41
2954,0,44.43,-0.557,3,-0.948,41
2955,0,69.2,1.92,4,0.471,41
2956,0,34.480000000000004,-1.552,4,0.609,41
2957,0,44.49,-0.551,2,-1.974,41
2958,0,47.05,-0.295,3,-0.256,41
2959,1,58.7,0.87,5,1.102,41
2960,1,37.47,-1.253,5,1.856,41
2961,1,66.55,1.655,5,1.989,41
2962,0,38.94,-1.106,3,-0.323,41
2963,1,59.99,0.999,4,0.574,41
2964,0,62.41,1.241,3,-0.449,41
2965,0,67.53,1.753,4,0.354,41
2966,1,53.74,0.374,4,0.5,41
2967,0,55.38,0.538,4,0.007,41
2968,1,56.9,0.69,3,-0.253,41
2969,0,29.630000000000003,-2.037,3,-0.014,41
2970,1,37.32,-1.268,5,1.838,41
2971,0,56.3,0.63,3,-0.42,41
2972,0,61.89,1.189,4,0.882,41
2973,1,57.9,0.79,4,0.096,42
2974,0,54.11,0.411,4,0.76,42
2975,0,49.56,-0.044,3,-0.053,42
2976,0,36.53,-1.347,5,1.33,42
2977,1,64.34,1.434,4,0.172,42
2978,1,34.519999999999996,-1.548,3,-0.779,42
2979,0,43.9,-0.61,5,1.788,42
2980,0,59.32,0.932,5,1.143,42
2981,1,64.71000000000001,1.471,2,-1.803,42
2982,0,39.76,-1.024,4,0.486,42
2983,0,45.0,-0.5,4,0.631,42
2984,0,50.22,0.022,4,0.204,42
2985,0,51.15,0.115,3,-0.318,42
2986,0,52.07,0.207,3,-0.026,42
2987,0,53.48,0.348,4,0.209,42
2988,0,35.51,-1.449,3,-0.561,42
2989,0,57.65,0.765,4,0.211,42
2990,0,56.6,0.66,3,-0.625,42
2991,0,56.97,0.697,5,1.961,42
2992,0,20.92,-2.908,3,-0.147,42
2993,0,58.870000000000005,0.887,4,0.629,42
2994,0,50.49,0.049,3,-0.454,42
2995,0,46.79,-0.321,4,0.251,42
2996,0,38.46,-1.154,5,1.741,42
2997,0,46.52,-0.348,4,0.499,42
2998,0,60.66,1.066,5,1.488,42
2999,0,51.82,0.182,3,-0.031,42
3000,0,34.41,-1.559,2,-1.194,42
3001,1,42.39,-0.761,3,-0.788,42
3002,1,48.78,-0.122,3,-0.436,42
3003,0,45.96,-0.404,4,0.628,42
3004,0,47.5,-0.25,4,0.464,42
3005,0,51.03,0.103,4,0.716,42
3006,1,56.55,0.655,3,-0.558,42
3007,0,62.06,1.206,3,-0.911,42
3008,0,40.41,-0.959,4,0.619,42
3009,0,35.89,-1.411,5,1.069,42
3010,0,69.07,1.907,4,0.817,42
3011,0,41.65,-0.835,4,0.754,42
3012,0,49.84,-0.016,4,0.902,42
3013,0,57.59,0.759,4,0.66,42
3014,0,42.81,-0.719,3,-0.042,42
3015,0,49.06,-0.094,2,-1.269,42
3016,1,47.82,-0.218,2,-1.742,42
3017,0,80.09,3.009,2,-1.189,42
3018,0,38.67,-1.133,4,0.228,42
3019,0,53.9,0.39,6,2.215,42
3020,0,52.16,0.216,3,-0.222,42
3021,0,59.07,0.907,2,-1.25,42
3022,0,54.7,0.47,4,0.749,42
3023,1,52.93,0.293,3,-0.418,42
3024,0,57.31,0.731,4,0.967,42
3025,1,43.97,-0.603,1,-2.518,42
3026,1,47.4,-0.26,3,-0.937,42
3027,0,53.73,0.373,4,0.674,42
3028,0,32.1,-1.79,4,0.883,42
3029,0,37.97,-1.203,5,1.584,42
3030,0,61.71,1.171,6,2.015,42
3031,0,64.39,1.439,4,0.417,43
3032,0,59.480000000000004,0.948,4,0.518,43
3033,0,39.65,-1.035,4,0.012,43
3034,0,57.06,0.706,5,1.22,43
3035,0,38.629999999999995,-1.137,6,2.014,43
3036,0,29.4,-2.06,4,0.737,43
3037,0,47.34,-0.266,4,0.633,43
3038,1,57.730000000000004,0.773,4,0.301,43
3039,0,53.74,0.374,1,-2.027,43
3040,0,45.94,-0.406,4,0.428,43
3041,0,59.15,0.915,4,0.973,43
3042,0,27.63,-2.237,7,3.177,43
3043,0,64.16,1.416,3,-0.466,43
3044,0,55.31,0.531,4,0.416,43
3045,0,38.54,-1.146,4,0.272,43
3046,0,35.36,-1.464,3,-0.298,43
3047,1,72.98,2.298,3,-0.208,43
3048,0,69.28,1.928,1,-2.411,43
3049,1,50.96,0.096,5,1.855,43
3050,0,40.1,-0.99,2,-1.608,43
3051,0,51.28,0.128,2,-1.733,43
3052,1,49.52,-0.048,5,1.536,43
3053,1,46.86,-0.314,4,0.153,43
3054,1,59.66,0.966,5,1.138,43
3055,0,59.96,0.996,2,-1.575,43
3056,0,59.19,0.919,3,-0.754,43
3057,0,53.29,0.329,2,-1.13,43
3058,0,51.08,0.108,4,0.645,43
3059,0,46.15,-0.385,5,1.37,43
3060,0,50.4,0.04,2,-1.16,43
3061,0,65.92,1.592,3,-0.778,43
3062,0,49.52,-0.048,3,-0.712,43
3063,0,43.09,-0.691,3,-0.784,43
3064,0,39.81,-1.019,3,-0.113,43
3065,0,83.84,3.384,3,-0.177,43
3066,0,54.45,0.445,5,1.029,43
3067,1,56.25,0.625,5,1.02,43
3068,0,64.65,1.465,5,1.865,43
3069,0,75.19,2.519,4,0.273,43
3070,0,48.56,-0.144,5,1.068,43
3071,0,52.14,0.214,3,-0.435,43
3072,0,45.71,-0.429,4,0.764,43
3073,0,65.78,1.578,3,-0.442,43
3074,0,65.86,1.586,3,-0.727,43
3075,0,49.05,-0.095,3,-0.32,43
3076,0,50.4,0.04,4,0.307,43
3077,1,57.34,0.734,3,-0.099,43
3078,0,58.2,0.82,3,-0.821,43
3079,0,41.51,-0.849,3,-0.117,43
3080,0,49.01,-0.099,2,-1.056,43
3081,0,34.870000000000005,-1.513,3,-0.582,43
3082,1,58.33,0.833,4,0.82,43
3083,0,37.21,-1.279,2,-1.099,43
3084,0,37.6,-1.24,3,-0.105,43
3085,0,45.230000000000004,-0.477,4,0.242,43
3086,0,37.620000000000005,-1.238,2,-1.548,43
3087,0,52.45,0.245,4,0.18,43
3088,0,44.5,-0.55,2,-1.742,43
3089,1,58.07,0.807,4,0.51,43
3090,0,52.29,0.229,3,-0.234,43
3091,1,38.31,-1.169,5,1.938,43
3092,0,39.43,-1.057,4,0.389,43
3093,0,57.81,0.781,3,-0.467,43
3094,1,51.22,0.122,5,1.197,43
3095,0,65.06,1.506,3,-0.63,43
3096,0,30.28,-1.972,4,0.799,43
3097,0,60.2,1.02,3,-0.334,43
3098,1,65.23,1.523,4,0.041,43
3099,0,42.95,-0.705,3,-0.584,43
3100,0,53.43,0.343,3,-0.144,43
3101,1,43.84,-0.616,6,2.413,44
3102,0,55.54,0.554,3,-0.533,44
3103,1,58.74,0.874,3,-0.237,44
3104,0,50.72,0.072,2,-1.164,44
3105,1,61.870000000000005,1.187,5,1.032,44
3106,1,44.44,-0.556,4,0.117,44
3107,1,58.120000000000005,0.812,4,0.863,44
3108,1,42.99,-0.701,5,1.322,44
3109,1,47.47,-0.253,3,-0.041,44
3110,1,54.65,0.465,4,0.86,44
3111,1,42.69,-0.731,3,-0.539,44
3112,0,51.4,0.14,3,-0.512,44
3113,1,39.11,-1.089,5,1.261,44
3114,1,65.97,1.597,4,0.546,44
3115,1,29.97,-2.003,4,0.599,44
3116,0,46.3,-0.37,3,-0.392,44
3117,1,34.07,-1.593,4,0.362,44
3118,1,61.16,1.116,3,-0.861,44
3119,1,54.14,0.414,3,-0.527,44
3120,1,58.480000000000004,0.848,3,-0.331,44
3121,1,45.77,-0.423,5,1.97,44
3122,0,18.04,-3.196,2,-1.626,44
3123,1,54.47,0.447,5,1.584,44
3124,1,65.33,1.533,4,0.426,44
3125,1,33.68,-1.632,4,0.583,44
3126,1,52.94,0.294,3,-0.016,44
3127,1,60.34,1.034,3,-0.079,44
3128,1,47.65,-0.235,4,0.944,44
3129,1,54.53,0.453,3,-0.734,44
3130,1,38.93,-1.107,4,0.701,44
3131,0,55.78,0.578,2,-1.492,44
3132,1,57.75,0.775,4,0.393,44
3133,1,60.9,1.09,3,-0.779,44
3134,0,46.69,-0.331,2,-1.015,44
3135,1,36.95,-1.305,3,-0.33,44
3136,1,50.22,0.022,4,0.462,44
3137,1,46.87,-0.313,3,-0.962,44
3138,1,51.88,0.188,4,0.384,44
3139,1,52.28,0.228,5,1.912,44
3140,1,42.38,-0.762,4,0.233,44
3141,1,41.25,-0.875,3,-0.348,44
3142,1,48.66,-0.134,3,-0.434,44
3143,0,59.15,0.915,2,-1.337,44
3144,1,58.9,0.89,3,-0.031,44
3145,0,50.1,0.01,2,-1.205,44
3146,0,69.61,1.961,2,-1.165,44
3147,1,49.09,-0.091,5,1.24,44
3148,1,60.41,1.041,3,-0.692,44
3149,0,48.55,-0.145,2,-1.011,44
3150,1,28.71,-2.129,4,0.787,44
3151,1,60.83,1.083,3,-0.089,44
3152,1,59.62,0.962,5,1.35,44
3153,1,59.06,0.906,3,-0.497,44
3154,1,56.33,0.633,4,0.04,44
3155,0,49.68,-0.032,4,0.545,45
3156,0,46.96,-0.304,4,0.303,45
3157,0,63.620000000000005,1.362,3,-0.647,45
3158,0,56.41,0.641,4,0.251,45
3159,0,66.82,1.682,3,-0.104,45
3160,0,41.93,-0.807,3,-0.033,45
3161,0,49.45,-0.055,3,-0.125,45
3162,1,43.72,-0.628,5,1.413,45
3163,0,52.53,0.253,1,-2.138,45
3164,0,38.93,-1.107,3,-0.137,45
3165,1,54.49,0.449,5,1.974,45
3166,0,51.84,0.184,2,-1.641,45
3167,0,62.06,1.206,3,-0.732,45
3168,0,44.03,-0.597,4,0.546,45
3169,0,30.47,-1.953,4,0.093,45
3170,0,55.39,0.539,3,-0.743,45
3171,0,45.72,-0.428,2,-1.121,45
3172,1,45.33,-0.467,5,1.889,45
3173,0,45.12,-0.488,3,-0.162,45
